Q9Y4X3	Homo sapiens	Metazoa	112	24
I3LGZ3	Sus scrofa	Metazoa	81	24
O18330	Apis mellifera	Metazoa	432	19
Q61789	Mus musculus	Metazoa	3330	31
P29320	Homo sapiens	Metazoa	983	20
P10257	Oncorhynchus keta	Metazoa	137	24
P14625	Homo sapiens	Metazoa	803	21
Q8HYA9	Sus scrofa	Metazoa	185	20
Q13007	Homo sapiens	Metazoa	206	51
P52706	Prunus serotina	Viridiplantae	563	27
P42579	Lymnaea stagnalis	Metazoa	100	23
Q27967	Bos taurus	Metazoa	203	23
P14209	Homo sapiens	Metazoa	185	22
P23577	Chlamydomonas reinhardtii	Viridiplantae	317	31
Q9Y279	Homo sapiens	Metazoa	399	19
P16933	Schizophyllum commune	Fungi	136	24
Q9VH14	Drosophila melanogaster	Metazoa	210	27
P33577	Petromyzon marinus	Metazoa	119	19
Q6UXH1	Homo sapiens	Metazoa	353	24
Q9GZX6	Homo sapiens	Metazoa	179	33
Q1HAY7	Holotrichia diomphalia	Metazoa	317	23
Q50KB1	Emiliania huxleyi	Other	223	17
O00105	Aspergillus niger	Fungi	564	19
Q653V7	Oryza sativa subsp. japonica	Viridiplantae	885	33
F1NSM7	Gallus gallus	Metazoa	743	18
Q00657	Rattus norvegicus	Metazoa	2326	29
P08796	Dictyostelium discoideum	Other	514	19
P01033	Homo sapiens	Metazoa	207	23
Q9UKZ9	Homo sapiens	Metazoa	415	23
P45590	Hyalophora cecropia	Metazoa	129	17
Q13231	Homo sapiens	Metazoa	466	21
Q924B5	Rattus norvegicus	Metazoa	250	25
Q08380	Homo sapiens	Metazoa	585	18
Q9NTU7	Homo sapiens	Metazoa	201	27
P84843	Hybomitra bimaculata	Metazoa	76	20
P51654	Homo sapiens	Metazoa	580	24
P20656	Saponaria officinalis	Viridiplantae	299	24
Q7M418	Oligobrachia mashikoi	Metazoa	163	16
P19876	Homo sapiens	Metazoa	107	34
P56201	Oryctolagus cuniculus	Metazoa	797	24
Q8MVA6	Ixodes scapularis	Metazoa	69	23
P80356	Avena sativa	Viridiplantae	220	19
Q9R1T7	Rattus norvegicus	Metazoa	200	20
P56202	Homo sapiens	Metazoa	376	21
P82384	Drosophila melanogaster	Metazoa	92	16
Q6RG02	Penaeus merguiensis	Metazoa	2586	18
A6MEY4	Bungarus fasciatus	Metazoa	145	27
Q29422	Ovis aries	Metazoa	333	20
P02765	Homo sapiens	Metazoa	367	18
P01297	Sus scrofa	Metazoa	121	24
P15018	Homo sapiens	Metazoa	202	22
P18761	Mus musculus	Metazoa	317	17
O62680	Sus scrofa	Metazoa	123	25
P18428	Homo sapiens	Metazoa	481	25
Q03383	Bombyx mori	Metazoa	400	16
Q9UHF4	Homo sapiens	Metazoa	553	29
Q9LJD9	Arabidopsis thaliana	Viridiplantae	60	27
Q01638	Homo sapiens	Metazoa	556	18
P18892	Bos taurus	Metazoa	526	26
Q9UBP4	Homo sapiens	Metazoa	350	21
Q5G8A6	Tityus costatus	Metazoa	87	19
Q9UAD0	Mesobuthus martensii	Metazoa	59	24
P53616	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	420	24
Q99969	Homo sapiens	Metazoa	163	20
Q9UVI4	Claviceps fusiformis	Fungi	394	16
Q868Z9	Drosophila melanogaster	Metazoa	2898	26
P02659	Gallus gallus	Metazoa	106	24
Q9BWV1	Homo sapiens	Metazoa	1114	30
P0DPU8	Scolopendra dehaani	Metazoa	105	24
C5P3X6	Coccidioides posadasii (strain C735)	Fungi	276	18
Q6IUU3	Rattus norvegicus	Metazoa	750	32
Q86R84	Dermatophagoides farinae	Metazoa	462	25
P35053	Rattus norvegicus	Metazoa	558	23
P78581	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	Fungi	588	18
P11438	Mus musculus	Metazoa	406	24
P31723	Penicillium citrinum	Fungi	511	35
O42720	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432)	Fungi	110	32
Q9H1M4	Homo sapiens	Metazoa	99	20
P28906	Homo sapiens	Metazoa	385	31
Q94K85	Arabidopsis thaliana	Viridiplantae	359	26
Q09022	Xenopus laevis	Metazoa	84	18
Q9ES58	Rattus norvegicus	Metazoa	327	23
O14773	Homo sapiens	Metazoa	563	19
I6S7G5	Scolopendra mutilans	Metazoa	84	16
G4V4F9	Cupiennius salei	Metazoa	97	19
Q16568	Homo sapiens	Metazoa	116	27
P52798	Homo sapiens	Metazoa	201	25
P11911	Mus musculus	Metazoa	220	28
O95715	Homo sapiens	Metazoa	111	34
Q2ULM2	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	Fungi	496	16
Q07081	Aquarana catesbeiana	Metazoa	464	16
Q9HBE5	Homo sapiens	Metazoa	538	19
O62644	Bos taurus	Metazoa	151	18
Q64385	Mus musculus	Metazoa	432	23
P17690	Bos taurus	Metazoa	345	19
Q9Z0K8	Mus musculus	Metazoa	512	23
P02896	Trypanosoma brucei brucei	Other	526	33
Q6F4C6	Pinctada fucata	Metazoa	121	16
Q9VA83	Drosophila melanogaster	Metazoa	227	19
Q8WZI8	Aspergillus niger	Fungi	521	17
P0DUT6	Doratifera vulnerans	Metazoa	66	20
Q96BY9	Homo sapiens	Metazoa	339	30
P01269	Sus scrofa	Metazoa	115	25
Q6UXD5	Homo sapiens	Metazoa	910	27
P0DUS5	Doratifera vulnerans	Metazoa	57	24
O43852	Homo sapiens	Metazoa	315	19
P01538	Viscum album	Viridiplantae	111	26
Q02809	Homo sapiens	Metazoa	727	18
P41543	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	476	22
F1N5C8	Bos taurus	Metazoa	445	22
Q03405	Homo sapiens	Metazoa	335	22
P02462	Homo sapiens	Metazoa	1669	27
Q4V4I9	Drosophila melanogaster	Metazoa	182	22
O43278	Homo sapiens	Metazoa	529	35
Q86YD3	Homo sapiens	Metazoa	366	26
P00724	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	532	19
P29460	Homo sapiens	Metazoa	328	22
Q95P90	Mesobuthus martensii	Metazoa	94	22
P04552	Haliotis rufescens	Metazoa	154	18
Q9BZR6	Homo sapiens	Metazoa	473	26
P0DUQ6	Conus planorbis	Metazoa	70	21
Q8WML4	Bos taurus	Metazoa	580	22
P80748	Homo sapiens	Metazoa	117	17
Q96LA5	Homo sapiens	Metazoa	508	19
Q6UWV2	Homo sapiens	Metazoa	235	31
Q99MA2	Rattus norvegicus	Metazoa	674	22
Q52085	Heterostelium pallidum	Other	320	19
P02814	Homo sapiens	Metazoa	79	22
B3STN5	Nosema bombycis (strain CQ1 / CVCC 102059)	Fungi	278	19
P01588	Homo sapiens	Metazoa	193	27
P01070	Glycine max	Viridiplantae	216	24
Q8N766	Homo sapiens	Metazoa	993	22
A0A1S3PBB7	Salmo salar	Metazoa	375	23
B2NHN2	Talaromyces funiculosus	Fungi	339	20
Q7Z5L0	Homo sapiens	Metazoa	202	24
P01189	Homo sapiens	Metazoa	267	26
P81605	Homo sapiens	Metazoa	110	19
D3GDK4	Cryptopygus antarcticus	Metazoa	225	15
P51688	Homo sapiens	Metazoa	502	20
P82143	Gloydius brevicaudus siniticus	Metazoa	200	19
Q9NQ25	Homo sapiens	Metazoa	335	22
Q9U8X3	Tachypleus tridentatus	Metazoa	67	23
P50895	Homo sapiens	Metazoa	628	31
P25311	Homo sapiens	Metazoa	298	20
P81827	Rattus norvegicus	Metazoa	101	21
Q9P0V8	Homo sapiens	Metazoa	285	22
P23438	Canis lupus familiaris	Metazoa	183	17
Q3C258	Actinia equina	Metazoa	70	20
P80022	Solanum lycopersicum	Viridiplantae	230	25
Q8WPJ2	Mytilus edulis	Metazoa	367	17
Q12127	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133	18
Q9NZ53	Homo sapiens	Metazoa	605	32
P06332	Mus musculus	Metazoa	457	26
Q5B428	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	244	23
P0DQB8	Scolopendra dehaani	Metazoa	73	20
Q25589	Faxonius limosus	Metazoa	135	26
Q01151	Homo sapiens	Metazoa	205	19
P58154	Lymnaea stagnalis	Metazoa	229	19
P0DMD3	Scolopendra mutilans	Metazoa	105	21
P51868	Rattus norvegicus	Metazoa	413	19
P10124	Homo sapiens	Metazoa	158	27
P86872	Margaritifera margaritifera	Metazoa	260	19
Q53B52	Ophiophagus hannah	Metazoa	78	21
P80109	Bos taurus	Metazoa	839	23
O43291	Homo sapiens	Metazoa	252	27
Q7Q7R8	Anopheles gambiae	Metazoa	89	29
P13598	Homo sapiens	Metazoa	275	24
P47710	Homo sapiens	Metazoa	185	15
P58912	Phyllodiscus semoni	Metazoa	488	21
Q9UNE0	Homo sapiens	Metazoa	448	26
Q9GZZ8	Homo sapiens	Metazoa	138	19
P07712	Aplysia californica	Metazoa	112	23
Q71DJ5	Arabidopsis thaliana	Viridiplantae	393	20
P39037	Sus scrofa	Metazoa	232	15
Q6UWY5	Homo sapiens	Metazoa	402	28
P17164	Rattus norvegicus	Metazoa	462	28
Q9NSA1	Homo sapiens	Metazoa	209	28
Q95NJ8	Mesobuthus martensii	Metazoa	55	23
Q01965	Mus musculus	Metazoa	654	47
Q02596	Mus musculus	Metazoa	151	19
Q8MJV4	Bos taurus	Metazoa	122	24
P12273	Homo sapiens	Metazoa	146	28
P31096	Bos taurus	Metazoa	278	16
P24792	Cucurbita maxima	Viridiplantae	579	30
P02701	Gallus gallus	Metazoa	152	24
P02783	Rattus norvegicus	Metazoa	112	21
Q13421	Homo sapiens	Metazoa	630	36
Q9R100	Mus musculus	Metazoa	827	25
Q8C1Q4	Mus musculus	Metazoa	291	21
O35701	Mus musculus	Metazoa	481	27
O76818	Agrotis ipsilon	Metazoa	193	19
Q5AMT2	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	308	18
P09470	Mus musculus	Metazoa	1312	34
P22327	Trichoplusia ni	Metazoa	624	18
P20062	Homo sapiens	Metazoa	427	18
Q9NRM6	Homo sapiens	Metazoa	502	17
P42578	Lymnaea stagnalis	Metazoa	239	18
P18657	Macaca fascicularis	Metazoa	83	26
P08514	Homo sapiens	Metazoa	1039	31
P49256	Canis lupus familiaris	Metazoa	356	44
P08236	Homo sapiens	Metazoa	651	22
O70280	Rattus norvegicus	Metazoa	212	26
Q86T13	Homo sapiens	Metazoa	490	21
Q01528	Limulus polyphemus	Metazoa	172	19
P07727	Rattus norvegicus	Metazoa	457	28
P42660	Aedes aegypti	Metazoa	471	19
P20797	Antheraea polyphemus	Metazoa	163	21
P02466	Rattus norvegicus	Metazoa	1372	22
Q95P08	Scutigera coleoptrata	Metazoa	656	18
P32358	Bombyx mori	Metazoa	579	15
Q91XZ4	Mus musculus	Metazoa	772	28
O60844	Homo sapiens	Metazoa	167	16
P10675	Schistocerca americana	Metazoa	662	24
Q9XSW3	Sus scrofa	Metazoa	240	18
P05059	Bos taurus	Metazoa	449	18
P14946	Lolium perenne	Viridiplantae	263	23
Q05091	Pyrus communis	Viridiplantae	330	24
Q96DR8	Homo sapiens	Metazoa	90	20
A1IKL2	Anisakis simplex	Metazoa	152	18
O64392	Triticum aestivum	Viridiplantae	146	21
P30986	Eschscholzia californica	Viridiplantae	538	23
P19594	Glycine max	Viridiplantae	158	21
P29421	Oryza sativa subsp. japonica	Viridiplantae	200	22
P00687	Mus musculus	Metazoa	511	15
P53366	Sus scrofa	Metazoa	188	21
Q8SXL2	Drosophila melanogaster	Metazoa	136	24
P80188	Homo sapiens	Metazoa	198	20
P82187	Equus caballus	Metazoa	185	20
P80961	Myoxocephalus octodecemspinosus	Metazoa	128	20
Q13445	Homo sapiens	Metazoa	227	23
P36897	Homo sapiens	Metazoa	503	33
P07359	Homo sapiens	Metazoa	652	16
P18684	Protophormia terraenovae	Metazoa	101	18
P27731	Gallus gallus	Metazoa	150	20
P19324	Mus musculus	Metazoa	417	17
Q7Z5A7	Homo sapiens	Metazoa	132	43
P48747	Oryctolagus cuniculus	Metazoa	557	21
